Transcript_ID	Length	Longest_ORF	Coding_Score	Classification
Cp_V2_contig_20323	391	66	0.169	lncRNA
Cp_V2_contig_20324	592	36	0.061	lncRNA
Cp_V2_contig_20325	432	135	0.312	lncRNA
Cp_V2_contig_20326	671	96	0.143	lncRNA
Cp_V2_contig_20327	576	129	0.224	lncRNA
Cp_V2_contig_20328	393	189	0.481	lncRNA
Cp_V2_contig_20329	495	99	0.200	lncRNA
Cp_V2_contig_20330	357	105	0.294	lncRNA
Cp_V2_contig_20331	396	0	0.000	lncRNA
Cp_V2_contig_20332	365	129	0.353	lncRNA
Cp_V2_contig_20333	938	183	0.195	lncRNA
Cp_V2_contig_20334	318	33	0.104	lncRNA
Cp_V2_contig_20335	432	318	0.736	coding
Cp_V2_contig_20336	621	210	0.338	lncRNA
Cp_V2_contig_20337	393	189	0.481	lncRNA
Cp_V2_contig_20338	368	192	0.522	coding
Cp_V2_contig_20339	406	9	0.022	lncRNA
Cp_V2_contig_20340	474	78	0.165	lncRNA
Cp_V2_contig_20341	527	180	0.342	lncRNA
Cp_V2_contig_20342	2269	216	0.095	lncRNA
Cp_V2_contig_20343	394	51	0.129	lncRNA
Cp_V2_contig_20344	663	39	0.059	lncRNA
Cp_V2_contig_20345	1412	186	0.132	lncRNA
Cp_V2_contig_20346	604	72	0.119	lncRNA
Cp_V2_contig_20347	720	78	0.108	lncRNA
Cp_V2_contig_20348	731	153	0.209	lncRNA
Cp_V2_contig_20349	436	126	0.289	lncRNA
Cp_V2_contig_20350	841	90	0.107	lncRNA
Cp_V2_contig_20351	570	318	0.558	coding
Cp_V2_contig_20352	429	84	0.196	lncRNA
Cp_V2_contig_20353	648	45	0.069	lncRNA
Cp_V2_contig_20354	434	39	0.090	lncRNA
Cp_V2_contig_20355	993	645	0.650	coding
Cp_V2_contig_20356	347	0	0.000	lncRNA
Cp_V2_contig_20357	383	78	0.204	lncRNA
Cp_V2_contig_20358	1375	1065	0.775	coding
Cp_V2_contig_20359	428	99	0.231	lncRNA
Cp_V2_contig_20360	816	60	0.074	lncRNA
Cp_V2_contig_20361	1234	108	0.088	lncRNA
Cp_V2_contig_20362	1028	132	0.128	lncRNA
Cp_V2_contig_20363	380	153	0.403	lncRNA
Cp_V2_contig_20364	325	222	0.683	coding
Cp_V2_contig_20365	503	51	0.101	lncRNA
Cp_V2_contig_20366	440	153	0.348	lncRNA
Cp_V2_contig_20367	754	504	0.668	coding
Cp_V2_contig_20368	443	126	0.284	lncRNA
Cp_V2_contig_20369	308	198	0.643	coding
Cp_V2_contig_20370	1232	117	0.095	lncRNA
Cp_V2_contig_20371	330	0	0.000	lncRNA
Cp_V2_contig_20372	597	480	0.804	coding
Cp_V2_contig_20373	759	228	0.300	lncRNA
Cp_V2_contig_20374	1381	291	0.211	lncRNA
Cp_V2_contig_20375	769	159	0.207	lncRNA
Cp_V2_contig_20376	558	174	0.312	lncRNA
Cp_V2_contig_20377	371	0	0.000	lncRNA
Cp_V2_contig_20378	1023	852	0.833	coding
Cp_V2_contig_20379	911	180	0.198	lncRNA
Cp_V2_contig_20380	435	150	0.345	lncRNA
Cp_V2_contig_20381	499	189	0.379	lncRNA
Cp_V2_contig_20382	340	42	0.124	lncRNA
Cp_V2_contig_20383	759	525	0.692	coding
Cp_V2_contig_20384	511	51	0.100	lncRNA
Cp_V2_contig_20385	2144	150	0.070	lncRNA
Cp_V2_contig_20386	453	45	0.099	lncRNA
Cp_V2_contig_20387	610	54	0.089	lncRNA
Cp_V2_contig_20388	325	51	0.157	lncRNA
Cp_V2_contig_20389	488	180	0.369	lncRNA
Cp_V2_contig_20390	583	156	0.268	lncRNA
Cp_V2_contig_20391	619	153	0.247	lncRNA
Cp_V2_contig_20392	369	216	0.585	coding
Cp_V2_contig_20393	1419	219	0.154	lncRNA
Cp_V2_contig_20394	778	195	0.251	lncRNA
Cp_V2_contig_20395	1516	291	0.192	lncRNA
Cp_V2_contig_20396	548	42	0.077	lncRNA
Cp_V2_contig_20397	360	15	0.042	lncRNA
Cp_V2_contig_20398	349	33	0.095	lncRNA
Cp_V2_contig_20399	986	216	0.219	lncRNA
Cp_V2_contig_20400	1228	912	0.743	coding
Cp_V2_contig_20401	463	0	0.000	lncRNA
Cp_V2_contig_20402	1334	186	0.139	lncRNA
Cp_V2_contig_20403	403	246	0.610	coding
Cp_V2_contig_20404	446	45	0.101	lncRNA
Cp_V2_contig_20405	1410	1197	0.849	coding
Cp_V2_contig_20406	676	69	0.102	lncRNA
Cp_V2_contig_20407	415	195	0.470	lncRNA
Cp_V2_contig_20408	305	45	0.148	lncRNA
Cp_V2_contig_20409	982	138	0.141	lncRNA
Cp_V2_contig_20410	758	312	0.412	lncRNA
Cp_V2_contig_20411	454	114	0.251	lncRNA
Cp_V2_contig_20412	554	198	0.357	lncRNA
Cp_V2_contig_20413	1460	144	0.099	lncRNA
Cp_V2_contig_20414	818	69	0.084	lncRNA
Cp_V2_contig_20415	364	96	0.264	lncRNA
Cp_V2_contig_20416	356	123	0.346	lncRNA
Cp_V2_contig_20417	463	27	0.058	lncRNA
Cp_V2_contig_20418	348	27	0.078	lncRNA
Cp_V2_contig_20419	2143	324	0.151	lncRNA
Cp_V2_contig_20420	362	210	0.580	coding
Cp_V2_contig_20421	478	42	0.088	lncRNA
Cp_V2_contig_20422	504	51	0.101	lncRNA
Cp_V2_contig_20423	352	30	0.085	lncRNA
Cp_V2_contig_20424	368	81	0.220	lncRNA
Cp_V2_contig_20425	497	150	0.302	lncRNA
Cp_V2_contig_20426	806	90	0.112	lncRNA
Cp_V2_contig_20427	308	27	0.088	lncRNA
Cp_V2_contig_20428	438	315	0.719	coding
Cp_V2_contig_20429	1114	225	0.202	lncRNA
Cp_V2_contig_20430	2110	204	0.097	lncRNA
Cp_V2_contig_20431	586	90	0.154	lncRNA
Cp_V2_contig_20432	390	48	0.123	lncRNA
Cp_V2_contig_20433	436	234	0.537	coding
Cp_V2_contig_20434	309	159	0.515	coding
Cp_V2_contig_20435	902	681	0.755	coding
Cp_V2_contig_20436	846	270	0.319	lncRNA
Cp_V2_contig_20437	368	21	0.057	lncRNA
Cp_V2_contig_20438	457	102	0.223	lncRNA
Cp_V2_contig_20439	1268	159	0.125	lncRNA
Cp_V2_contig_20440	410	75	0.183	lncRNA
Cp_V2_contig_20441	321	18	0.056	lncRNA
Cp_V2_contig_20442	845	621	0.735	coding
Cp_V2_contig_20443	596	54	0.091	lncRNA
Cp_V2_contig_20444	558	192	0.344	lncRNA
Cp_V2_contig_20445	609	294	0.483	lncRNA
Cp_V2_contig_20446	431	135	0.313	lncRNA
Cp_V2_contig_20447	486	0	0.000	lncRNA
Cp_V2_contig_20448	361	90	0.249	lncRNA
Cp_V2_contig_20449	654	51	0.078	lncRNA
Cp_V2_contig_20450	332	93	0.280	lncRNA
Cp_V2_contig_20451	789	66	0.084	lncRNA
Cp_V2_contig_20452	380	69	0.182	lncRNA
Cp_V2_contig_20453	919	84	0.091	lncRNA
Cp_V2_contig_20454	354	171	0.483	lncRNA
Cp_V2_contig_20455	313	108	0.345	lncRNA
Cp_V2_contig_20456	826	78	0.094	lncRNA
Cp_V2_contig_20457	1221	573	0.469	lncRNA
Cp_V2_contig_20458	380	0	0.000	lncRNA
Cp_V2_contig_20459	587	180	0.307	lncRNA
Cp_V2_contig_20460	418	105	0.251	lncRNA
Cp_V2_contig_20461	1299	249	0.192	lncRNA
Cp_V2_contig_20462	446	129	0.289	lncRNA
Cp_V2_contig_20463	2542	2292	0.902	coding
Cp_V2_contig_20464	379	21	0.055	lncRNA
Cp_V2_contig_20465	1329	138	0.104	lncRNA
Cp_V2_contig_20466	648	60	0.093	lncRNA
Cp_V2_contig_20467	732	216	0.295	lncRNA
Cp_V2_contig_20468	710	207	0.292	lncRNA
Cp_V2_contig_20469	501	207	0.413	lncRNA
Cp_V2_contig_20470	1205	276	0.229	lncRNA
Cp_V2_contig_20471	870	606	0.697	coding
Cp_V2_contig_20472	500	126	0.252	lncRNA
Cp_V2_contig_20473	362	0	0.000	lncRNA
Cp_V2_contig_20474	412	99	0.240	lncRNA
Cp_V2_contig_20475	741	75	0.101	lncRNA
Cp_V2_contig_20476	1282	1185	0.924	coding
Cp_V2_contig_20477	423	57	0.135	lncRNA
Cp_V2_contig_20478	1672	465	0.278	lncRNA
Cp_V2_contig_20479	668	303	0.454	lncRNA
Cp_V2_contig_20480	1117	243	0.218	lncRNA
Cp_V2_contig_20481	1161	576	0.496	lncRNA
Cp_V2_contig_20482	573	150	0.262	lncRNA
Cp_V2_contig_20483	452	78	0.173	lncRNA
Cp_V2_contig_20484	407	42	0.103	lncRNA
Cp_V2_contig_20485	341	126	0.370	lncRNA
Cp_V2_contig_20486	1895	165	0.087	lncRNA
Cp_V2_contig_20487	555	81	0.146	lncRNA
Cp_V2_contig_20488	336	237	0.705	coding
Cp_V2_contig_20489	733	366	0.499	lncRNA
Cp_V2_contig_20490	363	96	0.264	lncRNA
Cp_V2_contig_20491	413	129	0.312	lncRNA
Cp_V2_contig_20492	387	72	0.186	lncRNA
Cp_V2_contig_20493	1078	366	0.340	lncRNA
Cp_V2_contig_20494	307	258	0.840	coding
Cp_V2_contig_20495	342	99	0.289	lncRNA
Cp_V2_contig_20496	481	84	0.175	lncRNA
Cp_V2_contig_20497	883	126	0.143	lncRNA
Cp_V2_contig_20498	603	180	0.299	lncRNA
Cp_V2_contig_20499	304	153	0.503	coding
Cp_V2_contig_20500	426	114	0.268	lncRNA
Cp_V2_contig_20501	424	30	0.071	lncRNA
Cp_V2_contig_20502	577	96	0.166	lncRNA
Cp_V2_contig_20503	963	921	0.956	coding
Cp_V2_contig_20504	905	348	0.385	lncRNA
Cp_V2_contig_20505	614	141	0.230	lncRNA
Cp_V2_contig_20506	456	84	0.184	lncRNA
Cp_V2_contig_20507	417	207	0.496	lncRNA
Cp_V2_contig_20508	507	141	0.278	lncRNA
Cp_V2_contig_20509	422	120	0.284	lncRNA
Cp_V2_contig_20510	567	186	0.328	lncRNA
Cp_V2_contig_20511	813	525	0.646	coding
Cp_V2_contig_20512	1269	1191	0.939	coding
Cp_V2_contig_20513	580	54	0.093	lncRNA
Cp_V2_contig_20514	512	165	0.322	lncRNA
Cp_V2_contig_20515	1255	99	0.079	lncRNA
Cp_V2_contig_20516	396	141	0.356	lncRNA
Cp_V2_contig_20517	538	318	0.591	coding
Cp_V2_contig_20518	428	105	0.245	lncRNA
Cp_V2_contig_20519	493	93	0.189	lncRNA
Cp_V2_contig_20520	1063	438	0.412	lncRNA
Cp_V2_contig_20521	605	108	0.179	lncRNA
Cp_V2_contig_20522	867	489	0.564	coding
Cp_V2_contig_20523	398	195	0.490	lncRNA
Cp_V2_contig_20524	515	333	0.647	coding
Cp_V2_contig_20525	465	237	0.510	coding
Cp_V2_contig_20526	1594	147	0.092	lncRNA
Cp_V2_contig_20527	579	102	0.176	lncRNA
Cp_V2_contig_20528	333	159	0.477	lncRNA
Cp_V2_contig_20529	509	114	0.224	lncRNA
Cp_V2_contig_20530	476	108	0.227	lncRNA
Cp_V2_contig_20531	329	0	0.000	lncRNA
Cp_V2_contig_20532	398	126	0.317	lncRNA
Cp_V2_contig_20533	362	51	0.141	lncRNA
Cp_V2_contig_20534	321	120	0.374	lncRNA
Cp_V2_contig_20535	381	114	0.299	lncRNA
Cp_V2_contig_20536	576	240	0.417	lncRNA
Cp_V2_contig_20537	647	48	0.074	lncRNA
Cp_V2_contig_20538	731	99	0.135	lncRNA
Cp_V2_contig_20539	611	519	0.849	coding
Cp_V2_contig_20540	332	147	0.443	lncRNA
Cp_V2_contig_20541	486	168	0.346	lncRNA
Cp_V2_contig_20542	549	99	0.180	lncRNA
Cp_V2_contig_20543	1804	498	0.276	lncRNA
Cp_V2_contig_20544	1735	192	0.111	lncRNA
Cp_V2_contig_20545	320	141	0.441	lncRNA
Cp_V2_contig_20546	682	96	0.141	lncRNA
Cp_V2_contig_20547	351	240	0.684	coding
Cp_V2_contig_20548	1001	477	0.477	lncRNA
Cp_V2_contig_20549	510	33	0.065	lncRNA
Cp_V2_contig_20550	366	27	0.074	lncRNA
Cp_V2_contig_20551	590	474	0.803	coding
Cp_V2_contig_20552	742	276	0.372	lncRNA
Cp_V2_contig_20553	355	15	0.042	lncRNA
Cp_V2_contig_20554	522	108	0.207	lncRNA
Cp_V2_contig_20555	803	27	0.034	lncRNA
Cp_V2_contig_20556	728	474	0.651	coding
Cp_V2_contig_20557	374	63	0.168	lncRNA
Cp_V2_contig_20558	1325	1074	0.811	coding
Cp_V2_contig_20559	706	405	0.574	coding
Cp_V2_contig_20560	352	36	0.102	lncRNA
Cp_V2_contig_20561	356	15	0.042	lncRNA
Cp_V2_contig_20562	305	0	0.000	lncRNA
Cp_V2_contig_20563	979	123	0.126	lncRNA
Cp_V2_contig_20564	638	294	0.461	lncRNA
Cp_V2_contig_20565	1631	111	0.068	lncRNA
Cp_V2_contig_20566	1036	150	0.145	lncRNA
Cp_V2_contig_20567	686	72	0.105	lncRNA
Cp_V2_contig_20568	1568	1338	0.853	coding
Cp_V2_contig_20569	397	42	0.106	lncRNA
Cp_V2_contig_20570	609	66	0.108	lncRNA
Cp_V2_contig_20571	1324	1092	0.825	coding
Cp_V2_contig_20572	645	144	0.223	lncRNA
Cp_V2_contig_20573	531	93	0.175	lncRNA
Cp_V2_contig_20574	434	81	0.187	lncRNA
Cp_V2_contig_20575	679	129	0.190	lncRNA
Cp_V2_contig_20576	312	207	0.663	coding
Cp_V2_contig_20577	1261	306	0.243	lncRNA
Cp_V2_contig_20578	319	195	0.611	coding
Cp_V2_contig_20579	779	150	0.193	lncRNA
Cp_V2_contig_20580	1781	630	0.354	lncRNA
Cp_V2_contig_20581	355	126	0.355	lncRNA
Cp_V2_contig_20582	343	138	0.402	lncRNA
Cp_V2_contig_20583	361	24	0.066	lncRNA
Cp_V2_contig_20584	783	144	0.184	lncRNA
Cp_V2_contig_20585	413	3	0.007	lncRNA
Cp_V2_contig_20586	476	126	0.265	lncRNA
Cp_V2_contig_20587	758	168	0.222	lncRNA
Cp_V2_contig_20588	392	153	0.390	lncRNA
Cp_V2_contig_20589	669	342	0.511	coding
Cp_V2_contig_20590	492	192	0.390	lncRNA
Cp_V2_contig_20591	337	21	0.062	lncRNA
Cp_V2_contig_20592	305	21	0.069	lncRNA
Cp_V2_contig_20593	1706	237	0.139	lncRNA
Cp_V2_contig_20594	846	39	0.046	lncRNA
Cp_V2_contig_20595	382	279	0.730	coding
Cp_V2_contig_20596	479	75	0.157	lncRNA
Cp_V2_contig_20597	319	153	0.480	lncRNA
Cp_V2_contig_20598	365	0	0.000	lncRNA
Cp_V2_contig_20599	556	171	0.308	lncRNA
Cp_V2_contig_20600	2048	123	0.060	lncRNA
Cp_V2_contig_20601	524	138	0.263	lncRNA
Cp_V2_contig_20602	468	153	0.327	lncRNA
Cp_V2_contig_20603	442	264	0.597	coding
Cp_V2_contig_20604	679	48	0.071	lncRNA
Cp_V2_contig_20605	563	252	0.448	lncRNA
Cp_V2_contig_20606	904	327	0.362	lncRNA
Cp_V2_contig_20607	586	441	0.753	coding
Cp_V2_contig_20608	690	99	0.143	lncRNA
Cp_V2_contig_20609	806	750	0.931	coding
Cp_V2_contig_20610	478	48	0.100	lncRNA
Cp_V2_contig_20611	996	183	0.184	lncRNA
Cp_V2_contig_20612	875	426	0.487	lncRNA
Cp_V2_contig_20613	1512	174	0.115	lncRNA
Cp_V2_contig_20614	434	93	0.214	lncRNA
Cp_V2_contig_20615	318	60	0.189	lncRNA
Cp_V2_contig_20616	483	120	0.248	lncRNA
Cp_V2_contig_20617	1070	711	0.664	coding
Cp_V2_contig_20618	784	189	0.241	lncRNA
Cp_V2_contig_20619	628	201	0.320	lncRNA
Cp_V2_contig_20620	1367	162	0.119	lncRNA
Cp_V2_contig_20621	413	0	0.000	lncRNA
Cp_V2_contig_20622	437	120	0.275	lncRNA
Cp_V2_contig_20623	467	198	0.424	lncRNA
Cp_V2_contig_20624	305	15	0.049	lncRNA
Cp_V2_contig_20625	788	105	0.133	lncRNA
Cp_V2_contig_20626	651	96	0.147	lncRNA
Cp_V2_contig_20627	427	171	0.400	lncRNA
Cp_V2_contig_20628	923	132	0.143	lncRNA
Cp_V2_contig_20629	799	225	0.282	lncRNA
Cp_V2_contig_20630	614	138	0.225	lncRNA
Cp_V2_contig_20631	399	306	0.767	coding
Cp_V2_contig_20632	329	234	0.711	coding
Cp_V2_contig_20633	634	324	0.511	coding
Cp_V2_contig_20634	604	153	0.253	lncRNA
Cp_V2_contig_20635	2474	207	0.084	lncRNA
Cp_V2_contig_20636	855	147	0.172	lncRNA
Cp_V2_contig_20637	337	48	0.142	lncRNA
Cp_V2_contig_20638	968	72	0.074	lncRNA
Cp_V2_contig_20639	470	21	0.045	lncRNA
Cp_V2_contig_20640	1654	1542	0.932	coding
Cp_V2_contig_20641	313	111	0.355	lncRNA
Cp_V2_contig_20642	2865	249	0.087	lncRNA
Cp_V2_contig_20643	311	0	0.000	lncRNA
Cp_V2_contig_20644	566	246	0.435	lncRNA
Cp_V2_contig_20645	557	159	0.285	lncRNA
Cp_V2_contig_20646	568	63	0.111	lncRNA
Cp_V2_contig_20647	342	39	0.114	lncRNA
Cp_V2_contig_20648	498	66	0.133	lncRNA
Cp_V2_contig_20649	693	117	0.169	lncRNA
Cp_V2_contig_20650	937	135	0.144	lncRNA
Cp_V2_contig_20651	594	99	0.167	lncRNA
Cp_V2_contig_20652	1380	264	0.191	lncRNA
Cp_V2_contig_20653	369	0	0.000	lncRNA
Cp_V2_contig_20654	1039	903	0.869	coding
Cp_V2_contig_20655	753	267	0.355	lncRNA
Cp_V2_contig_20656	1615	459	0.284	lncRNA
Cp_V2_contig_20657	411	150	0.365	lncRNA
Cp_V2_contig_20658	618	147	0.238	lncRNA
Cp_V2_contig_20659	1041	87	0.084	lncRNA
Cp_V2_contig_20660	773	78	0.101	lncRNA
Cp_V2_contig_20661	1458	648	0.444	lncRNA
Cp_V2_contig_20662	481	33	0.069	lncRNA
Cp_V2_contig_20663	448	219	0.489	lncRNA
Cp_V2_contig_20664	371	42	0.113	lncRNA
Cp_V2_contig_20665	432	0	0.000	lncRNA
Cp_V2_contig_20666	1323	75	0.057	lncRNA
Cp_V2_contig_20667	367	42	0.114	lncRNA
Cp_V2_contig_20668	897	249	0.278	lncRNA
Cp_V2_contig_20669	607	468	0.771	coding
Cp_V2_contig_20670	834	411	0.493	lncRNA
Cp_V2_contig_20671	376	129	0.343	lncRNA
Cp_V2_contig_20672	391	156	0.399	lncRNA
Cp_V2_contig_20673	576	135	0.234	lncRNA
Cp_V2_contig_20674	649	126	0.194	lncRNA
Cp_V2_contig_20675	322	225	0.699	coding
Cp_V2_contig_20676	425	87	0.205	lncRNA
Cp_V2_contig_20677	1798	1557	0.866	coding
Cp_V2_contig_20678	1313	291	0.222	lncRNA
Cp_V2_contig_20679	556	78	0.140	lncRNA
Cp_V2_contig_20680	732	102	0.139	lncRNA
Cp_V2_contig_20681	435	0	0.000	lncRNA
Cp_V2_contig_20682	1200	939	0.782	coding
Cp_V2_contig_20683	729	66	0.091	lncRNA
Cp_V2_contig_20684	903	108	0.120	lncRNA
Cp_V2_contig_20685	923	249	0.270	lncRNA
Cp_V2_contig_20686	1421	105	0.074	lncRNA
Cp_V2_contig_20687	1036	960	0.927	coding
Cp_V2_contig_20688	483	114	0.236	lncRNA
Cp_V2_contig_20689	832	138	0.166	lncRNA
Cp_V2_contig_20690	1271	531	0.418	lncRNA
Cp_V2_contig_20691	319	132	0.414	lncRNA
Cp_V2_contig_20692	404	48	0.119	lncRNA
Cp_V2_contig_20693	654	126	0.193	lncRNA
Cp_V2_contig_20694	1691	792	0.468	lncRNA
Cp_V2_contig_20695	1241	183	0.147	lncRNA
Cp_V2_contig_20696	429	138	0.322	lncRNA
Cp_V2_contig_20697	607	135	0.222	lncRNA
Cp_V2_contig_20698	347	105	0.303	lncRNA
Cp_V2_contig_20699	452	171	0.378	lncRNA
Cp_V2_contig_20700	734	498	0.678	coding
Cp_V2_contig_20701	301	0	0.000	lncRNA
Cp_V2_contig_20702	364	60	0.165	lncRNA
Cp_V2_contig_20703	880	78	0.089	lncRNA
Cp_V2_contig_20704	390	84	0.215	lncRNA
Cp_V2_contig_20705	613	30	0.049	lncRNA
Cp_V2_contig_20706	317	132	0.416	lncRNA
Cp_V2_contig_20707	1091	240	0.220	lncRNA
Cp_V2_contig_20708	872	765	0.877	coding
Cp_V2_contig_20709	672	0	0.000	lncRNA
Cp_V2_contig_20710	323	63	0.195	lncRNA
Cp_V2_contig_20711	1989	1737	0.873	coding
Cp_V2_contig_20712	1405	201	0.143	lncRNA
Cp_V2_contig_20713	305	15	0.049	lncRNA
Cp_V2_contig_20714	848	99	0.117	lncRNA
Cp_V2_contig_20715	452	123	0.272	lncRNA
Cp_V2_contig_20716	430	150	0.349	lncRNA
Cp_V2_contig_20717	454	78	0.172	lncRNA
Cp_V2_contig_20718	542	435	0.803	coding
Cp_V2_contig_20719	340	63	0.185	lncRNA
Cp_V2_contig_20720	1493	396	0.265	lncRNA
Cp_V2_contig_20721	623	81	0.130	lncRNA
Cp_V2_contig_20722	383	153	0.399	lncRNA
Cp_V2_contig_20723	399	3	0.008	lncRNA
Cp_V2_contig_20724	1304	114	0.087	lncRNA
Cp_V2_contig_20725	639	225	0.352	lncRNA
Cp_V2_contig_20726	422	204	0.483	lncRNA
Cp_V2_contig_20727	861	159	0.185	lncRNA
Cp_V2_contig_20728	336	180	0.536	coding
Cp_V2_contig_20729	412	342	0.830	coding
Cp_V2_contig_20730	359	117	0.326	lncRNA
Cp_V2_contig_20731	326	15	0.046	lncRNA
Cp_V2_contig_20732	497	141	0.284	lncRNA
Cp_V2_contig_20733	752	162	0.215	lncRNA
Cp_V2_contig_20734	730	162	0.222	lncRNA
Cp_V2_contig_20735	810	159	0.196	lncRNA
Cp_V2_contig_20736	371	42	0.113	lncRNA
Cp_V2_contig_20737	512	60	0.117	lncRNA
Cp_V2_contig_20738	310	78	0.252	lncRNA
Cp_V2_contig_20739	447	33	0.074	lncRNA
Cp_V2_contig_20740	2897	267	0.092	lncRNA
Cp_V2_contig_20741	565	489	0.865	coding
Cp_V2_contig_20742	1443	798	0.553	coding
Cp_V2_contig_20743	581	102	0.176	lncRNA
Cp_V2_contig_20744	364	144	0.396	lncRNA
Cp_V2_contig_20745	463	30	0.065	lncRNA
Cp_V2_contig_20746	456	195	0.428	lncRNA
Cp_V2_contig_20747	743	99	0.133	lncRNA
Cp_V2_contig_20748	431	189	0.439	lncRNA
Cp_V2_contig_20749	324	39	0.120	lncRNA
Cp_V2_contig_20750	425	0	0.000	lncRNA
Cp_V2_contig_20751	451	390	0.865	coding
Cp_V2_contig_20752	2030	186	0.092	lncRNA
Cp_V2_contig_20753	888	102	0.115	lncRNA
Cp_V2_contig_20754	1045	942	0.901	coding
Cp_V2_contig_20755	305	0	0.000	lncRNA
Cp_V2_contig_20756	344	42	0.122	lncRNA
Cp_V2_contig_20757	344	0	0.000	lncRNA
Cp_V2_contig_20758	555	18	0.032	lncRNA
Cp_V2_contig_20759	874	63	0.072	lncRNA
Cp_V2_contig_20760	436	225	0.516	coding
Cp_V2_contig_20761	831	117	0.141	lncRNA
Cp_V2_contig_20762	327	33	0.101	lncRNA
Cp_V2_contig_20763	1455	267	0.184	lncRNA
Cp_V2_contig_20764	303	0	0.000	lncRNA
Cp_V2_contig_20765	470	75	0.160	lncRNA
Cp_V2_contig_20766	1027	327	0.318	lncRNA
Cp_V2_contig_20767	640	72	0.113	lncRNA
Cp_V2_contig_20768	614	420	0.684	coding
Cp_V2_contig_20769	394	141	0.358	lncRNA
Cp_V2_contig_20770	322	6	0.019	lncRNA
Cp_V2_contig_20771	1367	639	0.467	lncRNA
Cp_V2_contig_20772	342	273	0.798	coding
Cp_V2_contig_20773	2171	174	0.080	lncRNA
Cp_V2_contig_20774	1143	1098	0.961	coding
Cp_V2_contig_20775	312	114	0.365	lncRNA
Cp_V2_contig_20776	512	45	0.088	lncRNA
Cp_V2_contig_20777	427	312	0.731	coding
Cp_V2_contig_20778	404	63	0.156	lncRNA
Cp_V2_contig_20779	397	150	0.378	lncRNA
Cp_V2_contig_20780	319	24	0.075	lncRNA
Cp_V2_contig_20781	325	117	0.360	lncRNA
Cp_V2_contig_20782	587	81	0.138	lncRNA
Cp_V2_contig_20783	458	222	0.485	lncRNA
Cp_V2_contig_20784	658	234	0.356	lncRNA
Cp_V2_contig_20785	1061	147	0.139	lncRNA
Cp_V2_contig_20786	538	186	0.346	lncRNA
Cp_V2_contig_20787	321	48	0.150	lncRNA
Cp_V2_contig_20788	1032	837	0.811	coding
Cp_V2_contig_20789	506	114	0.225	lncRNA
Cp_V2_contig_20790	1326	369	0.278	lncRNA
Cp_V2_contig_20791	520	180	0.346	lncRNA
Cp_V2_contig_20792	513	318	0.620	coding
Cp_V2_contig_20793	480	48	0.100	lncRNA
Cp_V2_contig_20794	311	93	0.299	lncRNA
Cp_V2_contig_20795	313	87	0.278	lncRNA
Cp_V2_contig_20796	1095	933	0.852	coding
Cp_V2_contig_20797	635	429	0.676	coding
Cp_V2_contig_20798	863	132	0.153	lncRNA
Cp_V2_contig_20799	451	33	0.073	lncRNA
Cp_V2_contig_20800	1708	687	0.402	lncRNA
Cp_V2_contig_20801	1224	213	0.174	lncRNA
Cp_V2_contig_20802	626	102	0.163	lncRNA
Cp_V2_contig_20803	377	93	0.247	lncRNA
Cp_V2_contig_20804	439	90	0.205	lncRNA
Cp_V2_contig_20805	447	0	0.000	lncRNA
Cp_V2_contig_20806	373	123	0.330	lncRNA
Cp_V2_contig_20807	946	798	0.844	coding
Cp_V2_contig_20808	1666	1542	0.926	coding
Cp_V2_contig_20809	1054	819	0.777	coding
Cp_V2_contig_20810	833	174	0.209	lncRNA
Cp_V2_contig_20811	413	66	0.160	lncRNA
Cp_V2_contig_20812	372	192	0.516	coding
Cp_V2_contig_20813	970	192	0.198	lncRNA
Cp_V2_contig_20814	839	69	0.082	lncRNA
Cp_V2_contig_20815	1056	252	0.239	lncRNA
Cp_V2_contig_20816	349	51	0.146	lncRNA
Cp_V2_contig_20817	2083	1059	0.508	coding
Cp_V2_contig_20818	384	36	0.094	lncRNA
Cp_V2_contig_20819	329	27	0.082	lncRNA
Cp_V2_contig_20820	329	162	0.492	lncRNA
Cp_V2_contig_20821	361	144	0.399	lncRNA
Cp_V2_contig_20822	885	312	0.353	lncRNA
Cp_V2_contig_20823	396	177	0.447	lncRNA
Cp_V2_contig_20824	499	18	0.036	lncRNA
Cp_V2_contig_20825	1086	216	0.199	lncRNA
Cp_V2_contig_20826	364	42	0.115	lncRNA
Cp_V2_contig_20827	387	54	0.140	lncRNA
Cp_V2_contig_20828	353	30	0.085	lncRNA
Cp_V2_contig_20829	523	0	0.000	lncRNA
Cp_V2_contig_20830	316	138	0.437	lncRNA
Cp_V2_contig_20831	336	45	0.134	lncRNA
Cp_V2_contig_20832	389	93	0.239	lncRNA
Cp_V2_contig_20833	368	165	0.448	lncRNA
Cp_V2_contig_20834	443	15	0.034	lncRNA
Cp_V2_contig_20835	707	237	0.335	lncRNA
Cp_V2_contig_20836	830	129	0.155	lncRNA
Cp_V2_contig_20837	389	105	0.270	lncRNA
Cp_V2_contig_20838	1739	330	0.190	lncRNA
Cp_V2_contig_20839	846	186	0.220	lncRNA
Cp_V2_contig_20840	366	18	0.049	lncRNA
Cp_V2_contig_20841	421	213	0.506	coding
Cp_V2_contig_20842	862	15	0.017	lncRNA
Cp_V2_contig_20843	501	108	0.216	lncRNA
Cp_V2_contig_20844	1549	1461	0.943	coding
Cp_V2_contig_20845	343	174	0.507	coding
